Ticker,Day,Price
GOOGL,2025-07-22,247.04
GOOGL,2025-07-23,249.55
GOOGL,2025-07-24,256.76
GOOGL,2025-07-25,256.25
GOOGL,2025-07-26,252.53
GOOGL,2025-07-27,256.76
GOOGL,2025-07-28,256.3
GOOGL,2025-07-29,248.08
GOOGL,2025-07-30,251.25
GOOGL,2025-07-31,249.24
GOOGL,2025-08-01,248.91
GOOGL,2025-08-02,250.15
GOOGL,2025-08-03,250.86
GOOGL,2025-08-04,253.55
GOOGL,2025-08-05,251.9
GOOGL,2025-08-06,253.84
GOOGL,2025-08-07,252.86
GOOGL,2025-08-08,255.67
GOOGL,2025-08-09,258.05
GOOGL,2025-08-10,254.45
GOOGL,2025-08-11,258.63
GOOGL,2025-08-12,256.56
GOOGL,2025-08-13,259.69
GOOGL,2025-08-14,261.12
GOOGL,2025-08-15,268.42
GOOGL,2025-08-16,267.52
GOOGL,2025-08-17,266.12
GOOGL,2025-08-18,266.05
GOOGL,2025-08-19,264.84
GOOGL,2025-08-20,268.04
GOOGL,2025-08-21,261.62
GOOGL,2025-08-22,257.51
GOOGL,2025-08-23,253.42
GOOGL,2025-08-24,257.06
GOOGL,2025-08-25,263.74
GOOGL,2025-08-26,263.33
GOOGL,2025-08-27,262.66
GOOGL,2025-08-28,262.94
GOOGL,2025-08-29,267.56
GOOGL,2025-08-30,263.87
GOOGL,2025-08-31,264.81
GOOGL,2025-09-01,268.71
GOOGL,2025-09-02,270.74
GOOGL,2025-09-03,271.51
GOOGL,2025-09-04,275.62
GOOGL,2025-09-05,264.67
GOOGL,2025-09-06,267.37
GOOGL,2025-09-07,264.76
GOOGL,2025-09-08,257.59
GOOGL,2025-09-09,259.57
GOOGL,2025-09-10,264.98
GOOGL,2025-09-11,264.43
GOOGL,2025-09-12,268.24
GOOGL,2025-09-13,274.8
GOOGL,2025-09-14,280.28
GOOGL,2025-09-15,287.26
GOOGL,2025-09-16,290.47
GOOGL,2025-09-17,290.8
GOOGL,2025-09-18,283.9
GOOGL,2025-09-19,282.85
GOOGL,2025-09-20,279.3
GOOGL,2025-09-21,288.54
GOOGL,2025-09-22,287.78
GOOGL,2025-09-23,288.31
GOOGL,2025-09-24,290.71
GOOGL,2025-09-25,290.9
GOOGL,2025-09-26,298.39
GOOGL,2025-09-27,295.62
GOOGL,2025-09-28,296.48
GOOGL,2025-09-29,293.2
GOOGL,2025-09-30,287.45
GOOGL,2025-10-01,284.82
GOOGL,2025-10-02,284.66
GOOGL,2025-10-03,282.84
GOOGL,2025-10-04,279.92
GOOGL,2025-10-05,274.07
GOOGL,2025-10-06,273.73
GOOGL,2025-10-07,267.62
GOOGL,2025-10-08,270.69
GOOGL,2025-10-09,271.03
GOOGL,2025-10-10,265.16
GOOGL,2025-10-11,263.94
GOOGL,2025-10-12,260.98
GOOGL,2025-10-13,262.23
GOOGL,2025-10-14,267.55
GOOGL,2025-10-15,260.13
GOOGL,2025-10-16,260.58
GOOGL,2025-10-17,259.96
GOOGL,2025-10-18,262.59
GOOGL,2025-10-19,263.43
GOOGL,2025-10-20,260.47
GOOGL,2025-10-21,259.23
GOOGL,2025-10-22,256.15
GOOGL,2025-10-23,260.32
GOOGL,2025-10-24,260.41
GOOGL,2025-10-25,267.94
GOOGL,2025-10-26,267.7
GOOGL,2025-10-27,264.87
GOOGL,2025-10-28,258.92
GOOGL,2025-10-29,252.01
GOOGL,2025-10-30,246.09
GOOGL,2025-10-31,247.08
GOOGL,2025-11-01,248.97
GOOGL,2025-11-02,243.14
GOOGL,2025-11-03,246.42
GOOGL,2025-11-04,244.64
GOOGL,2025-11-05,245.18
GOOGL,2025-11-06,251.19
GOOGL,2025-11-07,254.59
GOOGL,2025-11-08,253.56
GOOGL,2025-11-09,250.2
GOOGL,2025-11-10,242.25
GOOGL,2025-11-11,239.65
GOOGL,2025-11-12,238.89
GOOGL,2025-11-13,235.38
GOOGL,2025-11-14,234.92
GOOGL,2025-11-15,235.19
GOOGL,2025-11-16,234.4
GOOGL,2025-11-17,232.12
GOOGL,2025-11-18,232.71
GOOGL,2025-11-19,234.26
GOOGL,2025-11-20,230.46
GOOGL,2025-11-21,235.39
GOOGL,2025-11-22,235.04
GOOGL,2025-11-23,235.11
GOOGL,2025-11-24,237.62
GOOGL,2025-11-25,238.45
GOOGL,2025-11-26,241.88
GOOGL,2025-11-27,242.93
GOOGL,2025-11-28,240.71
GOOGL,2025-11-29,242.02
GOOGL,2025-11-30,237.9
GOOGL,2025-12-01,238.29
GOOGL,2025-12-02,238.17
GOOGL,2025-12-03,237.43
GOOGL,2025-12-04,236.97
GOOGL,2025-12-05,230.37
GOOGL,2025-12-06,228.48
GOOGL,2025-12-07,228.8
GOOGL,2025-12-08,229.35
GOOGL,2025-12-09,225.84
GOOGL,2025-12-10,230.17
GOOGL,2025-12-11,227.2
GOOGL,2025-12-12,230.53
GOOGL,2025-12-13,232.01
GOOGL,2025-12-14,229.77
GOOGL,2025-12-15,235.97
GOOGL,2025-12-16,231.79
GOOGL,2025-12-17,235.0
GOOGL,2025-12-18,238.56
GOOGL,2025-12-19,236.17
GOOGL,2025-12-20,241.16
GOOGL,2025-12-21,240.25
GOOGL,2025-12-22,241.3
GOOGL,2025-12-23,242.24
GOOGL,2025-12-24,241.75
GOOGL,2025-12-25,244.71
GOOGL,2025-12-26,247.64
GOOGL,2025-12-27,241.23
GOOGL,2025-12-28,246.0
GOOGL,2025-12-29,239.94
GOOGL,2025-12-30,243.68
GOOGL,2025-12-31,247.84
GOOGL,2026-01-01,243.81
GOOGL,2026-01-02,242.31
GOOGL,2026-01-03,238.33
GOOGL,2026-01-04,237.56
GOOGL,2026-01-05,236.47
GOOGL,2026-01-06,239.25
GOOGL,2026-01-07,244.0
GOOGL,2026-01-08,249.16
GOOGL,2026-01-09,247.07
GOOGL,2026-01-10,246.29
GOOGL,2026-01-11,240.15
GOOGL,2026-01-12,237.27
GOOGL,2026-01-13,240.73
GOOGL,2026-01-14,246.63
GOOGL,2026-01-15,242.11
GOOGL,2026-01-16,239.96
GOOGL,2026-01-17,239.87
GOOGL,2026-01-18,240.88
GOOGL,2026-01-19,237.97
GOOGL,2026-01-20,239.49
GOOGL,2026-01-21,237.79
GOOGL,2026-01-22,237.74
GOOGL,2026-01-23,239.7
GOOGL,2026-01-24,239.72
GOOGL,2026-01-25,238.16
GOOGL,2026-01-26,237.77
GOOGL,2026-01-27,237.45
GOOGL,2026-01-28,236.14
GOOGL,2026-01-29,235.22
GOOGL,2026-01-30,240.93
GOOGL,2026-01-31,242.97
GOOGL,2026-02-01,241.89
GOOGL,2026-02-02,244.43
GOOGL,2026-02-03,243.21
GOOGL,2026-02-04,247.53
GOOGL,2026-02-05,248.91
GOOGL,2026-02-06,248.51
GOOGL,2026-02-07,250.18
GOOGL,2026-02-08,244.35
GOOGL,2026-02-09,240.26
GOOGL,2026-02-10,236.0
GOOGL,2026-02-11,236.5
GOOGL,2026-02-12,242.73
GOOGL,2026-02-13,250.99
GOOGL,2026-02-14,253.4
GOOGL,2026-02-15,255.31
GOOGL,2026-02-16,248.51
GOOGL,2026-02-17,246.49
GOOGL,2026-02-18,243.6
GOOGL,2026-02-19,241.34
GOOGL,2026-02-20,240.73
GOOGL,2026-02-21,239.03
GOOGL,2026-02-22,232.04
GOOGL,2026-02-23,234.66
GOOGL,2026-02-24,230.91
GOOGL,2026-02-25,231.74
GOOGL,2026-02-26,239.07
GOOGL,2026-02-27,235.79
GOOGL,2026-02-28,227.01
GOOGL,2026-03-01,226.04
GOOGL,2026-03-02,229.8
GOOGL,2026-03-03,236.65
GOOGL,2026-03-04,232.33
GOOGL,2026-03-05,234.07
GOOGL,2026-03-06,232.44
GOOGL,2026-03-07,232.07
GOOGL,2026-03-08,241.46
AMZN,2025-03-09,485.24
AMZN,2025-03-10,487.09
AMZN,2025-03-11,490.52
AMZN,2025-03-12,498.57
AMZN,2025-03-13,499.3
AMZN,2025-03-14,501.62
AMZN,2025-03-15,498.68
AMZN,2025-03-16,500.69
AMZN,2025-03-17,498.12
AMZN,2025-03-18,502.79
AMZN,2025-03-19,500.01
AMZN,2025-03-20,502.85
AMZN,2025-03-21,502.63
AMZN,2025-03-22,511.19
AMZN,2025-03-23,510.79
AMZN,2025-03-24,497.39
AMZN,2025-03-25,506.89
AMZN,2025-03-26,500.05
AMZN,2025-03-27,495.17
AMZN,2025-03-28,490.77
AMZN,2025-03-29,500.99
AMZN,2025-03-30,485.2
AMZN,2025-03-31,508.58
AMZN,2025-04-01,516.7
AMZN,2025-04-02,518.43
AMZN,2025-04-03,518.01
AMZN,2025-04-04,520.23
AMZN,2025-04-05,524.31
AMZN,2025-04-06,529.41
AMZN,2025-04-07,533.84
AMZN,2025-04-08,534.56
AMZN,2025-04-09,532.98
AMZN,2025-04-10,531.77
AMZN,2025-04-11,530.22
AMZN,2025-04-12,539.31
AMZN,2025-04-13,544.14
AMZN,2025-04-14,520.66
AMZN,2025-04-15,525.81
AMZN,2025-04-16,527.34
AMZN,2025-04-17,527.2
AMZN,2025-04-18,524.13
AMZN,2025-04-19,533.05
AMZN,2025-04-20,540.68
AMZN,2025-04-21,534.44
AMZN,2025-04-22,537.72
AMZN,2025-04-23,529.94
AMZN,2025-04-24,519.08
AMZN,2025-04-25,514.23
AMZN,2025-04-26,520.92
AMZN,2025-04-27,528.42
AMZN,2025-04-28,532.5
AMZN,2025-04-29,538.33
AMZN,2025-04-30,542.51
AMZN,2025-05-01,537.32
AMZN,2025-05-02,540.81
AMZN,2025-05-03,547.34
AMZN,2025-05-04,553.57
AMZN,2025-05-05,563.53
AMZN,2025-05-06,569.55
AMZN,2025-05-07,572.56
AMZN,2025-05-08,581.82
AMZN,2025-05-09,581.59
AMZN,2025-05-10,573.95
AMZN,2025-05-11,572.55
AMZN,2025-05-12,566.19
AMZN,2025-05-13,560.48
AMZN,2025-05-14,559.27
AMZN,2025-05-15,552.66
AMZN,2025-05-16,550.11
AMZN,2025-05-17,534.71
AMZN,2025-05-18,536.42
AMZN,2025-05-19,536.43
AMZN,2025-05-20,529.9
AMZN,2025-05-21,535.16
AMZN,2025-05-22,542.74
AMZN,2025-05-23,529.81
AMZN,2025-05-24,523.78
AMZN,2025-05-25,517.77
AMZN,2025-05-26,510.53
AMZN,2025-05-27,516.92
AMZN,2025-05-28,515.42
AMZN,2025-05-29,513.38
AMZN,2025-05-30,498.17
AMZN,2025-05-31,502.95
AMZN,2025-06-01,493.68
AMZN,2025-06-02,494.13
AMZN,2025-06-03,496.19
AMZN,2025-06-04,506.42
AMZN,2025-06-05,496.57
AMZN,2025-06-06,474.58
AMZN,2025-06-07,475.89
AMZN,2025-06-08,488.92
AMZN,2025-06-09,498.09
AMZN,2025-06-10,499.66
AMZN,2025-06-11,495.99
AMZN,2025-06-12,502.03
AMZN,2025-06-13,494.75
AMZN,2025-06-14,498.3
AMZN,2025-06-15,502.09
AMZN,2025-06-16,510.14
AMZN,2025-06-17,531.7
AMZN,2025-06-18,534.84
AMZN,2025-06-19,530.78
AMZN,2025-06-20,530.57
AMZN,2025-06-21,516.68
AMZN,2025-06-22,511.32
AMZN,2025-06-23,508.19
AMZN,2025-06-24,504.21
AMZN,2025-06-25,505.37
AMZN,2025-06-26,499.17
AMZN,2025-06-27,507.63
AMZN,2025-06-28,507.64
AMZN,2025-06-29,507.57
AMZN,2025-06-30,505.08
AMZN,2025-07-01,506.25
AMZN,2025-07-02,512.56
AMZN,2025-07-03,505.93
AMZN,2025-07-04,500.96
AMZN,2025-07-05,498.69
AMZN,2025-07-06,488.72
AMZN,2025-07-07,482.75
AMZN,2025-07-08,479.31
AMZN,2025-07-09,485.64
AMZN,2025-07-10,487.56
AMZN,2025-07-11,488.98
AMZN,2025-07-12,495.26
AMZN,2025-07-13,494.24
AMZN,2025-07-14,497.14
AMZN,2025-07-15,496.37
AMZN,2025-07-16,498.35
AMZN,2025-07-17,494.01
AMZN,2025-07-18,476.27
AMZN,2025-07-19,475.31
AMZN,2025-07-20,485.56
AMZN,2025-07-21,492.36
AMZN,2025-07-22,499.54
AMZN,2025-07-23,508.89
AMZN,2025-07-24,509.56
AMZN,2025-07-25,511.07
AMZN,2025-07-26,506.36
AMZN,2025-07-27,503.97
AMZN,2025-07-28,508.64
AMZN,2025-07-29,517.91
AMZN,2025-07-30,516.83
AMZN,2025-07-31,513.35
AMZN,2025-08-01,513.36
AMZN,2025-08-02,518.01
AMZN,2025-08-03,506.91
AMZN,2025-08-04,489.75
AMZN,2025-08-05,485.72
AMZN,2025-08-06,476.9
AMZN,2025-08-07,473.28
AMZN,2025-08-08,472.24
AMZN,2025-08-09,469.04
AMZN,2025-08-10,479.37
AMZN,2025-08-11,481.72
AMZN,2025-08-12,483.9
AMZN,2025-08-13,488.44
AMZN,2025-08-14,480.16
AMZN,2025-08-15,487.71
AMZN,2025-08-16,487.15
AMZN,2025-08-17,492.08
AMZN,2025-08-18,484.23
AMZN,2025-08-19,473.07
AMZN,2025-08-20,478.91
AMZN,2025-08-21,481.62
AMZN,2025-08-22,475.15
AMZN,2025-08-23,468.99
AMZN,2025-08-24,476.98
AMZN,2025-08-25,468.54
AMZN,2025-08-26,480.23
AMZN,2025-08-27,473.79
AMZN,2025-08-28,478.35
AMZN,2025-08-29,475.99
AMZN,2025-08-30,480.32
AMZN,2025-08-31,476.42
AMZN,2025-09-01,475.25
AMZN,2025-09-02,475.55
AMZN,2025-09-03,468.45
AMZN,2025-09-04,473.69
AMZN,2025-09-05,470.05
AMZN,2025-09-06,468.44
AMZN,2025-09-07,461.51
AMZN,2025-09-08,444.11
AMZN,2025-09-09,442.84
AMZN,2025-09-10,459.16
AMZN,2025-09-11,464.59
AMZN,2025-09-12,464.46
AMZN,2025-09-13,462.63
AMZN,2025-09-14,462.79
AMZN,2025-09-15,466.6
AMZN,2025-09-16,458.41
AMZN,2025-09-17,466.13
AMZN,2025-09-18,471.16
AMZN,2025-09-19,476.27
AMZN,2025-09-20,479.41
AMZN,2025-09-21,479.55
AMZN,2025-09-22,484.41
AMZN,2025-09-23,488.73
AMZN,2025-09-24,486.14
AMZN,2025-09-25,481.98
AMZN,2025-09-26,482.72
AMZN,2025-09-27,494.06
AMZN,2025-09-28,484.97
AMZN,2025-09-29,474.41
AMZN,2025-09-30,475.58
AMZN,2025-10-01,475.94
AMZN,2025-10-02,477.18
AMZN,2025-10-03,478.93
AMZN,2025-10-04,477.33
AMZN,2025-10-05,488.12
AMZN,2025-10-06,476.54
AMZN,2025-10-07,470.65
AMZN,2025-10-08,469.92
AMZN,2025-10-09,458.48
AMZN,2025-10-10,457.27
AMZN,2025-10-11,468.81
AMZN,2025-10-12,468.96
AMZN,2025-10-13,470.59
AMZN,2025-10-14,461.78
AMZN,2025-10-15,457.53
AMZN,2025-10-16,454.96
AMZN,2025-10-17,452.79
AMZN,2025-10-18,461.58
AMZN,2025-10-19,465.46
AMZN,2025-10-20,457.77
AMZN,2025-10-21,459.46
AMZN,2025-10-22,462.91
AMZN,2025-10-23,470.89
AMZN,2025-10-24,482.19
AMZN,2025-10-25,474.9
AMZN,2025-10-26,469.16
AMZN,2025-10-27,460.4
AMZN,2025-10-28,458.78
AMZN,2025-10-29,462.0
AMZN,2025-10-30,468.9
AMZN,2025-10-31,468.36
AMZN,2025-11-01,466.12
AMZN,2025-11-02,467.18
AMZN,2025-11-03,461.37
AMZN,2025-11-04,476.06
AMZN,2025-11-05,464.71
AMZN,2025-11-06,466.0
AMZN,2025-11-07,480.37
AMZN,2025-11-08,480.41
AMZN,2025-11-09,479.05
AMZN,2025-11-10,476.48
AMZN,2025-11-11,475.2
AMZN,2025-11-12,485.08
AMZN,2025-11-13,469.25
AMZN,2025-11-14,480.17
AMZN,2025-11-15,470.03
AMZN,2025-11-16,468.15
AMZN,2025-11-17,465.14
AMZN,2025-11-18,469.27
AMZN,2025-11-19,458.15
AMZN,2025-11-20,461.34
AMZN,2025-11-21,475.56
AMZN,2025-11-22,465.94
AMZN,2025-11-23,467.27
AMZN,2025-11-24,462.65
AMZN,2025-11-25,465.61
AMZN,2025-11-26,465.75
AMZN,2025-11-27,461.29
AMZN,2025-11-28,464.68
AMZN,2025-11-29,477.42
AMZN,2025-11-30,476.06
AMZN,2025-12-01,481.23
AMZN,2025-12-02,471.98
AMZN,2025-12-03,465.26
AMZN,2025-12-04,468.57
AMZN,2025-12-05,479.12
AMZN,2025-12-06,481.68
AMZN,2025-12-07,479.42
AMZN,2025-12-08,479.42
AMZN,2025-12-09,470.51
AMZN,2025-12-10,474.79
AMZN,2025-12-11,481.12
AMZN,2025-12-12,477.87
AMZN,2025-12-13,474.51
AMZN,2025-12-14,476.41
AMZN,2025-12-15,473.3
AMZN,2025-12-16,472.83
AMZN,2025-12-17,487.96
AMZN,2025-12-18,486.15
AMZN,2025-12-19,483.55
AMZN,2025-12-20,478.87
AMZN,2025-12-21,484.25
AMZN,2025-12-22,482.93
AMZN,2025-12-23,478.25
AMZN,2025-12-24,487.82
AMZN,2025-12-25,498.32
AMZN,2025-12-26,493.86
AMZN,2025-12-27,480.22
AMZN,2025-12-28,487.53
AMZN,2025-12-29,482.55
AMZN,2025-12-30,488.31
AMZN,2025-12-31,474.09
AMZN,2026-01-01,480.48
AMZN,2026-01-02,471.83
AMZN,2026-01-03,477.03
AMZN,2026-01-04,477.13
AMZN,2026-01-05,470.35
AMZN,2026-01-06,467.49
AMZN,2026-01-07,472.33
AMZN,2026-01-08,473.08
AMZN,2026-01-09,477.24
AMZN,2026-01-10,491.6
AMZN,2026-01-11,480.2
AMZN,2026-01-12,492.0
AMZN,2026-01-13,492.77
AMZN,2026-01-14,486.17
AMZN,2026-01-15,476.56
AMZN,2026-01-16,475.21
AMZN,2026-01-17,481.83
AMZN,2026-01-18,480.91
AMZN,2026-01-19,491.93
AMZN,2026-01-20,481.34
AMZN,2026-01-21,481.25
AMZN,2026-01-22,472.3
AMZN,2026-01-23,474.88
AMZN,2026-01-24,481.24
AMZN,2026-01-25,478.21
AMZN,2026-01-26,459.89
AMZN,2026-01-27,461.26
AMZN,2026-01-28,464.3
AMZN,2026-01-29,467.12
AMZN,2026-01-30,475.86
AMZN,2026-01-31,468.28
AMZN,2026-02-01,473.08
AMZN,2026-02-02,481.62
AMZN,2026-02-03,468.94
AMZN,2026-02-04,471.19
AMZN,2026-02-05,467.64
AMZN,2026-02-06,467.07
AMZN,2026-02-07,469.51
AMZN,2026-02-08,466.09
AMZN,2026-02-09,461.39
AMZN,2026-02-10,461.63
AMZN,2026-02-11,454.16
AMZN,2026-02-12,446.83
AMZN,2026-02-13,451.4
AMZN,2026-02-14,443.69
AMZN,2026-02-15,448.15
AMZN,2026-02-16,451.27
AMZN,2026-02-17,439.74
AMZN,2026-02-18,435.29
AMZN,2026-02-19,443.16
AMZN,2026-02-20,436.68
AMZN,2026-02-21,433.65
AMZN,2026-02-22,436.67
AMZN,2026-02-23,441.83
AMZN,2026-02-24,440.16
AMZN,2026-02-25,436.24
AMZN,2026-02-26,445.64
AMZN,2026-02-27,457.42
AMZN,2026-02-28,464.19
AMZN,2026-03-01,464.78
AMZN,2026-03-02,459.18
AMZN,2026-03-03,453.5
AMZN,2026-03-04,457.06
AMZN,2026-03-05,459.94
AMZN,2026-03-06,469.71
AMZN,2026-03-07,474.32
AMZN,2026-03-08,463.74
NVDA,2025-03-09,58.08
NVDA,2025-03-10,57.22
NVDA,2025-03-11,56.89
NVDA,2025-03-12,57.1
NVDA,2025-03-13,58.84
NVDA,2025-03-14,61.65
NVDA,2025-03-15,62.21
NVDA,2025-03-16,62.04
NVDA,2025-03-17,62.54
NVDA,2025-03-18,63.38
NVDA,2025-03-19,63.07
NVDA,2025-03-20,64.79
NVDA,2025-03-21,65.02
NVDA,2025-03-22,65.51
NVDA,2025-03-23,66.16
NVDA,2025-03-24,66.58
NVDA,2025-03-25,67.43
NVDA,2025-03-26,66.8
NVDA,2025-03-27,66.25
NVDA,2025-03-28,65.16
NVDA,2025-03-29,65.59
NVDA,2025-03-30,66.37
NVDA,2025-03-31,66.82
NVDA,2025-04-01,68.52
NVDA,2025-04-02,68.52
NVDA,2025-04-03,69.21
NVDA,2025-04-04,68.08
NVDA,2025-04-05,67.69
NVDA,2025-04-06,68.4
NVDA,2025-04-07,69.28
NVDA,2025-04-08,68.97
NVDA,2025-04-09,68.9
NVDA,2025-04-10,67.35
NVDA,2025-04-11,66.99
NVDA,2025-04-12,67.89
NVDA,2025-04-13,68.48
NVDA,2025-04-14,68.99
NVDA,2025-04-15,69.04
NVDA,2025-04-16,69.05
NVDA,2025-04-17,68.37
NVDA,2025-04-18,69.09
NVDA,2025-04-19,69.53
NVDA,2025-04-20,70.04
NVDA,2025-04-21,69.49
NVDA,2025-04-22,67.28
NVDA,2025-04-23,68.4
NVDA,2025-04-24,67.91
NVDA,2025-04-25,67.04
NVDA,2025-04-26,67.74
NVDA,2025-04-27,67.34
NVDA,2025-04-28,68.42
NVDA,2025-04-29,69.06
NVDA,2025-04-30,69.77
NVDA,2025-05-01,68.35
NVDA,2025-05-02,69.61
NVDA,2025-05-03,69.88
NVDA,2025-05-04,69.49
NVDA,2025-05-05,69.64
NVDA,2025-05-06,67.81
NVDA,2025-05-07,68.23
NVDA,2025-05-08,67.18
NVDA,2025-05-09,65.84
NVDA,2025-05-10,64.35
NVDA,2025-05-11,65.43
NVDA,2025-05-12,64.82
NVDA,2025-05-13,66.33
NVDA,2025-05-14,65.79
NVDA,2025-05-15,64.13
NVDA,2025-05-16,63.07
NVDA,2025-05-17,64.25
NVDA,2025-05-18,64.1
NVDA,2025-05-19,63.57
NVDA,2025-05-20,63.72
NVDA,2025-05-21,64.2
NVDA,2025-05-22,65.29
NVDA,2025-05-23,66.72
NVDA,2025-05-24,66.37
NVDA,2025-05-25,65.06
NVDA,2025-05-26,64.66
NVDA,2025-05-27,64.91
NVDA,2025-05-28,63.98
NVDA,2025-05-29,63.07
NVDA,2025-05-30,63.39
NVDA,2025-05-31,63.35
NVDA,2025-06-01,63.38
NVDA,2025-06-02,62.66
NVDA,2025-06-03,62.44
NVDA,2025-06-04,61.58
NVDA,2025-06-05,62.41
NVDA,2025-06-06,63.39
NVDA,2025-06-07,61.66
NVDA,2025-06-08,60.8
NVDA,2025-06-09,59.45
NVDA,2025-06-10,58.88
NVDA,2025-06-11,58.8
NVDA,2025-06-12,57.54
NVDA,2025-06-13,56.75
NVDA,2025-06-14,55.9
NVDA,2025-06-15,56.07
NVDA,2025-06-16,56.13
NVDA,2025-06-17,55.53
NVDA,2025-06-18,55.68
NVDA,2025-06-19,55.22
NVDA,2025-06-20,55.0
NVDA,2025-06-21,56.39
NVDA,2025-06-22,57.54
NVDA,2025-06-23,56.43
NVDA,2025-06-24,57.14
NVDA,2025-06-25,57.83
NVDA,2025-06-26,56.85
NVDA,2025-06-27,57.55
NVDA,2025-06-28,58.89
NVDA,2025-06-29,57.91
NVDA,2025-06-30,57.12
NVDA,2025-07-01,58.0
NVDA,2025-07-02,58.23
NVDA,2025-07-03,58.72
NVDA,2025-07-04,59.02
NVDA,2025-07-05,59.36
NVDA,2025-07-06,58.19
NVDA,2025-07-07,59.12
NVDA,2025-07-08,60.16
NVDA,2025-07-09,59.96
NVDA,2025-07-10,59.92
NVDA,2025-07-11,58.56
NVDA,2025-07-12,59.01
NVDA,2025-07-13,59.52
NVDA,2025-07-14,59.46
NVDA,2025-07-15,60.47
NVDA,2025-07-16,60.17
NVDA,2025-07-17,60.68
NVDA,2025-07-18,59.76
NVDA,2025-07-19,59.74
NVDA,2025-07-20,59.59
NVDA,2025-07-21,59.79
NVDA,2025-07-22,59.46
NVDA,2025-07-23,59.34
NVDA,2025-07-24,60.08
NVDA,2025-07-25,59.69
NVDA,2025-07-26,58.27
NVDA,2025-07-27,59.82
NVDA,2025-07-28,61.07
NVDA,2025-07-29,59.9
NVDA,2025-07-30,60.52
NVDA,2025-07-31,60.06
NVDA,2025-08-01,60.3
NVDA,2025-08-02,60.57
NVDA,2025-08-03,60.36
NVDA,2025-08-04,59.65
NVDA,2025-08-05,59.04
NVDA,2025-08-06,58.23
NVDA,2025-08-07,57.51
NVDA,2025-08-08,57.45
NVDA,2025-08-09,56.84
NVDA,2025-08-10,57.42
NVDA,2025-08-11,58.72
NVDA,2025-08-12,58.21
NVDA,2025-08-13,58.42
NVDA,2025-08-14,58.86
NVDA,2025-08-15,59.27
NVDA,2025-08-16,59.34
NVDA,2025-08-17,60.01
NVDA,2025-08-18,60.44
NVDA,2025-08-19,59.33
NVDA,2025-08-20,60.11
NVDA,2025-08-21,60.91
NVDA,2025-08-22,60.22
NVDA,2025-08-23,60.26
NVDA,2025-08-24,60.88
NVDA,2025-08-25,60.69
NVDA,2025-08-26,61.67
NVDA,2025-08-27,63.9
NVDA,2025-08-28,63.15
NVDA,2025-08-29,61.85
NVDA,2025-08-30,62.13
NVDA,2025-08-31,62.81
NVDA,2025-09-01,62.59
NVDA,2025-09-02,63.97
NVDA,2025-09-03,62.7
NVDA,2025-09-04,63.36
NVDA,2025-09-05,62.78
NVDA,2025-09-06,64.42
NVDA,2025-09-07,66.38
NVDA,2025-09-08,65.62
NVDA,2025-09-09,65.08
NVDA,2025-09-10,65.93
NVDA,2025-09-11,65.54
NVDA,2025-09-12,65.5
NVDA,2025-09-13,65.52
NVDA,2025-09-14,63.66
NVDA,2025-09-15,63.65
NVDA,2025-09-16,63.0
NVDA,2025-09-17,62.53
NVDA,2025-09-18,63.9
NVDA,2025-09-19,62.71
NVDA,2025-09-20,63.48
NVDA,2025-09-21,63.21
NVDA,2025-09-22,62.95
NVDA,2025-09-23,63.7
NVDA,2025-09-24,64.02
NVDA,2025-09-25,64.57
NVDA,2025-09-26,65.52
NVDA,2025-09-27,65.19
NVDA,2025-09-28,64.6
NVDA,2025-09-29,63.55
NVDA,2025-09-30,62.77
NVDA,2025-10-01,65.61
NVDA,2025-10-02,66.85
NVDA,2025-10-03,65.51
NVDA,2025-10-04,64.22
NVDA,2025-10-05,64.69
NVDA,2025-10-06,65.22
NVDA,2025-10-07,65.76
NVDA,2025-10-08,65.51
NVDA,2025-10-09,65.38
NVDA,2025-10-10,65.71
NVDA,2025-10-11,65.79
NVDA,2025-10-12,63.64
NVDA,2025-10-13,63.42
NVDA,2025-10-14,62.61
NVDA,2025-10-15,62.78
NVDA,2025-10-16,65.65
NVDA,2025-10-17,66.02
NVDA,2025-10-18,65.71
NVDA,2025-10-19,66.62
NVDA,2025-10-20,67.11
NVDA,2025-10-21,67.53
NVDA,2025-10-22,68.15
NVDA,2025-10-23,70.28
NVDA,2025-10-24,69.1
NVDA,2025-10-25,69.59
NVDA,2025-10-26,68.63
NVDA,2025-10-27,69.21
NVDA,2025-10-28,68.26
NVDA,2025-10-29,67.83
NVDA,2025-10-30,67.53
NVDA,2025-10-31,68.53
NVDA,2025-11-01,69.48
NVDA,2025-11-02,68.19
NVDA,2025-11-03,68.25
NVDA,2025-11-04,67.53
NVDA,2025-11-05,66.27
NVDA,2025-11-06,66.05
NVDA,2025-11-07,65.74
NVDA,2025-11-08,68.18
NVDA,2025-11-09,68.63
NVDA,2025-11-10,67.22
NVDA,2025-11-11,66.66
NVDA,2025-11-12,67.68
NVDA,2025-11-13,69.84
NVDA,2025-11-14,68.2
NVDA,2025-11-15,66.3
NVDA,2025-11-16,68.19
NVDA,2025-11-17,68.59
NVDA,2025-11-18,67.7
NVDA,2025-11-19,68.24
NVDA,2025-11-20,65.6
NVDA,2025-11-21,65.6
NVDA,2025-11-22,65.93
NVDA,2025-11-23,66.85
NVDA,2025-11-24,65.84
NVDA,2025-11-25,65.92
NVDA,2025-11-26,65.01
NVDA,2025-11-27,65.26
