Ticker,Day,Hour,Price
DIS,2026-03-07,15:00,464.85
DIS,2026-03-07,16:00,465.66
NFLX,2026-03-01,9:00,414.74
NFLX,2026-03-01,10:00,413.13
NFLX,2026-03-01,11:00,413.53
NFLX,2026-03-01,12:00,411.52
NFLX,2026-03-01,13:00,412.36
NFLX,2026-03-01,14:00,408.86
NFLX,2026-03-01,15:00,410.97
NFLX,2026-03-01,16:00,411.94
NFLX,2026-03-02,9:00,412.47
NFLX,2026-03-02,10:00,414.5
NFLX,2026-03-02,11:00,417.97
NFLX,2026-03-02,12:00,420.09
NFLX,2026-03-02,13:00,416.24
NFLX,2026-03-02,14:00,413.59
NFLX,2026-03-02,15:00,412.3
NFLX,2026-03-02,16:00,412.35
NFLX,2026-03-03,9:00,413.42
NFLX,2026-03-03,10:00,411.92
NFLX,2026-03-03,11:00,412.31
NFLX,2026-03-03,12:00,410.75
NFLX,2026-03-03,13:00,409.5
NFLX,2026-03-03,14:00,406.63
NFLX,2026-03-03,15:00,404.76
NFLX,2026-03-03,16:00,402.03
NFLX,2026-03-04,9:00,400.07
NFLX,2026-03-04,10:00,402.19
NFLX,2026-03-04,11:00,400.28
NFLX,2026-03-04,12:00,405.59
NFLX,2026-03-04,13:00,406.59
NFLX,2026-03-04,14:00,406.96
NFLX,2026-03-04,15:00,405.22
NFLX,2026-03-04,16:00,406.64
NFLX,2026-03-05,9:00,405.47
NFLX,2026-03-05,10:00,405.72
NFLX,2026-03-05,11:00,410.95
NFLX,2026-03-05,12:00,410.75
NFLX,2026-03-05,13:00,413.12
NFLX,2026-03-05,14:00,411.67
NFLX,2026-03-05,15:00,411.6
NFLX,2026-03-05,16:00,415.26
NFLX,2026-03-06,9:00,413.96
NFLX,2026-03-06,10:00,417.73
NFLX,2026-03-06,11:00,419.21
NFLX,2026-03-06,12:00,418.03
NFLX,2026-03-06,13:00,419.35
NFLX,2026-03-06,14:00,421.4
NFLX,2026-03-06,15:00,422.71
NFLX,2026-03-06,16:00,419.4
NFLX,2026-03-07,9:00,417.88
NFLX,2026-03-07,10:00,417.36
NFLX,2026-03-07,11:00,417.21
NFLX,2026-03-07,12:00,418.51
NFLX,2026-03-07,13:00,418.88
NFLX,2026-03-07,14:00,416.09
NFLX,2026-03-07,15:00,416.88
NFLX,2026-03-07,16:00,418.16
HD,2026-03-01,9:00,379.34
HD,2026-03-01,10:00,381.4
HD,2026-03-01,11:00,382.99
HD,2026-03-01,12:00,383.87
HD,2026-03-01,13:00,383.73
HD,2026-03-01,14:00,380.56
HD,2026-03-01,15:00,381.38
HD,2026-03-01,16:00,381.78
HD,2026-03-02,9:00,382.29
HD,2026-03-02,10:00,379.86
HD,2026-03-02,11:00,377.81
HD,2026-03-02,12:00,379.81
HD,2026-03-02,13:00,379.73
HD,2026-03-02,14:00,381.03
HD,2026-03-02,15:00,381.08
HD,2026-03-02,16:00,381.14
HD,2026-03-03,9:00,382.93
HD,2026-03-03,10:00,381.95
HD,2026-03-03,11:00,382.13
HD,2026-03-03,12:00,381.25
HD,2026-03-03,13:00,380.42
HD,2026-03-03,14:00,379.83
HD,2026-03-03,15:00,380.25
HD,2026-03-03,16:00,379.35
HD,2026-03-04,9:00,381.73
HD,2026-03-04,10:00,380.03
HD,2026-03-04,11:00,379.68
HD,2026-03-04,12:00,378.84
HD,2026-03-04,13:00,381.59
HD,2026-03-04,14:00,381.97
HD,2026-03-04,15:00,383.94
HD,2026-03-04,16:00,381.1
HD,2026-03-05,9:00,381.61
HD,2026-03-05,10:00,383.31
HD,2026-03-05,11:00,383.47
HD,2026-03-05,12:00,385.52
HD,2026-03-05,13:00,384.52
HD,2026-03-05,14:00,387.24
HD,2026-03-05,15:00,391.72
HD,2026-03-05,16:00,391.01
HD,2026-03-06,9:00,390.14
HD,2026-03-06,10:00,392.99
HD,2026-03-06,11:00,396.1
HD,2026-03-06,12:00,395.07
HD,2026-03-06,13:00,394.24
HD,2026-03-06,14:00,393.68
HD,2026-03-06,15:00,391.05
HD,2026-03-06,16:00,389.25
HD,2026-03-07,9:00,387.3
HD,2026-03-07,10:00,385.82
HD,2026-03-07,11:00,385.75
HD,2026-03-07,12:00,386.2
HD,2026-03-07,13:00,389.21
HD,2026-03-07,14:00,387.27
HD,2026-03-07,15:00,389.18
HD,2026-03-07,16:00,388.77
